userId,avaluacio
0,0.0
1,0.0
2,0.0
201478,0.875077581273409
173828,0.9001703624843407
108038,0.9080882932177422
16648,0.8368879307255646
166408,0.6452905021942277
200718,0.7465472515539783
143628,0.8346959414725436
129298,0.8447283635185727
40988,0.8656726424246611
192798,0.670379897847854
171548,0.613121851345521
168738,0.8475931411694655
231718,0.9089757680425843
114468,0.6954639941240724
247588,0.6544509347889076
31278,0.9346464782938909
93998,0.8222835149213841
93748,0.934891559591474
151348,0.6289123711231986
196148,0.8994725195921305
89398,0.9719046106636966
38968,0.8391670264713262
23358,0.7916486826413626
227648,0.0
129858,0.6849395830144687
249158,0.9722968414958078
7238,0.8752316809715234
226628,0.7137551887282363
90438,0.7157781132370518
2378,0.9516768018484913
100938,0.8376089079734422
243538,0.666602876309211
185168,0.9751262900804754
57938,0.7574632842315042
165718,0.8010745731616958
56918,0.783024510944388
120918,0.7255202970071728
103768,0.7516256066314321
73818,0.9427857180265334
269158,0.991696632796263
80738,0.7214263020908741
197728,0.6466320626149009
69218,0.6251089557569791
159588,0.6405603917917647
97638,0.8772363902507486
21608,0.8280332525752422
120938,0.9801903801442706
77168,0.9628751863513363
16498,0.6226719035184216
35448,0.9830542628131255
52088,0.7302522695194794
166008,0.0
259448,0.9061909067595381
152188,0.7584359039513217
225148,0.8234006814068564
221058,0.8191873165538077
171648,0.6870955223951021
17028,0.8334287913005319
125828,0.7565519280386677
15238,0.868556150991602
120718,0.8670452389699466
152978,0.7315882358428665
125328,0.8165486954969652
221588,0.836401850032383
243348,0.9164773761687248
78488,0.725615959825779
11418,0.6585655026657394
35228,0.7992362353102149
56478,0.6231128948445444
164258,0.9441870017316993
79268,0.8621950673007212
201128,0.8917433791062873
181678,0.8112016825021294
120238,0.7481841331020627
213938,0.8992338402054044
178358,0.5510765801178377
61368,0.8917545756247544
164538,0.5873335794707597
206278,0.5854967963564196
168388,0.9695504971577228
225988,0.7324547919051646
180168,0.8410970074032925
113358,0.7783087776479048
130768,0.6970093838600808
174288,0.6133137335452059
185558,0.7118707366349734
21978,0.78675452247304
39388,0.699849986239313
32478,0.8892758911862116
190428,0.7966715061499099
187868,0.7678960990383631
111838,0.7749204858304927
125668,0.92905763788608
10218,0.6866281922126363
121578,0.9224154046598317
79338,0.6978116898421068
170998,0.7372988737862212
236788,0.6718191437686967
16378,0.5225159954537846
67068,0.6607174891129621
